AIS,DATA,HORA,MUNICÍPIO,INDICIADO GÊNERO,INDICIADO IDADE,RELACIONAMENTO
AIS 24,2024-02-01,19:00:00,Maranguape,Masculino,50,Não informado
AIS 05,2024-01-31,21:00:00,Fortaleza,Masculino,36,Não informado
AIS 19,2024-01-30,14:00:00,Barbalha,Masculino,22,Não informado
AIS 20,2024-01-28,16:30:00,Quixadá,Masculino,38,Não informado
AIS 14,2024-01-26,15:30:00,Frecheirinha,Masculino,37,Não informado
AIS 13,2024-01-23,15:30:00,Cascavel,Masculino,45,Não informado
AIS 20,2024-01-23,16:30:00,Quixadá,Masculino,34,Não informado
AIS 11,2024-01-13,14:50:00,Caucaia,Masculino,53,Não informado
AIS 12,2024-01-13,01:00:00,Maracanaú,Masculino,58,Não informado
AIS 18,2024-01-13,17:20:00,Russas,Masculino,31,Não informado
AIS 15,2024-01-11,10:50:00,Ocara,Masculino,18,Não informado
AIS 21,2024-01-10,22:40:00,Iguatu,Masculino,48,Não informado
AIS 19,2024-01-01,12:00:00,Assaré,Masculino,43,Não informado
AIS 19,2023-12-29,19:30:00,Assaré,Masculino,60,Não informado
AIS 20,2023-12-13,10:00:00,Pedra Branca,Masculino,78,Não informado
AIS 21,2023-12-13,16:30:00,Várzea Alegre,Masculino,47,Não informado
AIS 02,2023-12-09,10:30:00,Fortaleza,Masculino,55,Não informado
AIS 11,2023-11-29,00:30:00,Caucaia,Masculino,24,Não informado
AIS 19,2023-11-27,13:00:00,Juazeiro do Norte,Masculino,46,Não informado
AIS 21,2023-11-24,05:30:00,Cedro,Masculino,45,Não informado
AIS 18,2023-11-24,16:30:00,Limoeiro do Norte,Masculino,49,Não informado
AIS Não Identificada (Fortaleza),2023-11-23,13:00:00,Fortaleza,Masculino,17,Não informado
AIS 21,2023-11-18,18:00:00,Cedro,Masculino,43,Não informado
AIS 20,2023-11-12,20:00:00,Senador Pompeu,Masculino,32,Não informado
AIS 14,2023-11-10,18:00:00,Camocim,Masculino,50,Não informado
AIS 18,2023-11-04,10:00:00,Jaguaribara,Masculino,28,Não informado
AIS 17,2023-10-22,05:03:00,Itapipoca,Masculino,22,Não informado
AIS 19,2023-10-21,10:30:00,Juazeiro do Norte,Feminino,53,Não informado
AIS 19,2023-10-14,20:50:00,Crato,Masculino,26,Não informado
AIS 21,2023-10-05,02:00:00,Ipaumirim,Masculino,22,Não informado
AIS 10,2023-10-04,20:20:00,Fortaleza,Masculino,61,Não informado
AIS 25,2023-10-03,14:20:00,Horizonte,Masculino,51,Não informado
AIS 14,2023-10-02,12:00:00,Chaval,Masculino,56,Não informado
AIS 19,2023-10-01,19:30:00,Abaiara,Masculino,57,Não informado
AIS 06,2023-09-28,07:10:00,Fortaleza,Masculino,44,Não informado
AIS 19,2023-09-15,13:50:00,Juazeiro do Norte,Masculino,63,Não informado
AIS 19,2023-09-14,14:00:00,Porteiras,Masculino,29,Não informado
AIS 19,2023-09-14,14:00:00,Porteiras,Masculino,28,Não informado
AIS 11,2023-09-10,22:00:00,Caucaia,Masculino,29,Não informado
AIS 14,2023-09-04,19:00:00,Tianguá,Masculino,29,Não informado
AIS 01,2023-09-03,21:30:00,Fortaleza,Masculino,51,Não informado
AIS 06,2023-08-29,20:06:00,Fortaleza,Masculino,33,Não informado
AIS 04,2023-08-29,13:00:00,Fortaleza,Masculino,63,Não informado
AIS 03,2023-08-23,15:00:00,Fortaleza,Masculino,38,Não informado
AIS 02,2023-08-18,08:10:00,Fortaleza,Masculino,38,OUTROS
AIS 12,2023-08-17,15:00:00,Maracanaú,Masculino,36,Não informado
AIS 18,2023-08-10,20:30:00,Pereiro,Masculino,25,Não informado
AIS 22,2023-08-07,11:30:00,Aiuaba,Masculino,49,Não informado
AIS 11,2023-08-03,19:54:00,Caucaia,Masculino,50,Não informado
AIS 06,2023-08-03,15:30:00,Fortaleza,Masculino,48,OUTROS
AIS 07,2023-08-01,12:20:00,Fortaleza,Masculino,13,Não informado
AIS 07,2023-08-01,12:20:00,Fortaleza,Masculino,12,Não informado
AIS 19,2023-07-31,16:30:00,Barbalha,Masculino,63,Não informado
AIS 16,2023-07-29,23:30:00,Crateús,Masculino,56,Não informado
AIS 17,2023-07-26,10:47:00,Itapajé,Masculino,29,Não informado
AIS 01,2023-07-23,19:15:00,Fortaleza,Masculino,44,OUTROS
AIS 15,2023-07-22,20:00:00,Itatira,Masculino,37,Não informado
AIS 18,2023-07-20,14:40:00,Aracati,Masculino,44,Não informado
AIS 22,2023-07-20,10:00:00,Catarina,Masculino,73,Não informado
AIS 17,2023-07-20,20:50:00,Itapipoca,Masculino,34,Não informado
AIS 18,2023-07-18,08:30:00,Russas,Masculino,30,Não informado
AIS 19,2023-07-08,19:00:00,Araripe,Masculino,71,Não informado
AIS 15,2023-07-06,08:00:00,Itatira,Masculino,59,Não informado
AIS 18,2023-07-05,14:00:00,Beberibe,Masculino,45,Não informado
AIS 19,2023-07-04,15:30:00,Brejo Santo,Masculino,73,Não informado
AIS 22,2023-07-03,19:35:00,Mombaça,Masculino,33,Não informado
AIS 05,2023-06-30,17:10:00,Fortaleza,Não identificado,71,Não informado
AIS 17,2023-06-29,16:30:00,Marco,Masculino,24,Não informado
AIS 16,2023-06-27,19:00:00,Crateús,Masculino,46,Não informado
AIS 16,2023-06-26,21:30:00,Ararendá,Masculino,25,Não informado
AIS 12,2023-06-23,09:00:00,Maracanaú,Masculino,25,Não informado
AIS 18,2023-06-23,10:00:00,Ereré,Masculino,41,Não informado
AIS 11,2023-06-21,15:00:00,Caucaia,Masculino,47,Não informado
AIS 19,2023-06-17,22:00:00,Antonina do Norte,Masculino,60,Não informado
AIS 25,2023-06-14,11:00:00,Horizonte,Masculino,49,Não informado
AIS 14,2023-06-13,17:30:00,Chaval,Masculino,51,Não informado
AIS 19,2023-06-02,08:00:00,Juazeiro do Norte,Masculino,26,Não informado
AIS 19,2023-06-01,00:00:00,Abaiara,Masculino,21,Não informado
AIS 20,2023-05-29,02:00:00,Quixadá,Masculino,23,Não informado
AIS 20,2023-05-26,09:00:00,Quixadá,Masculino,31,Não informado
AIS 17,2023-05-25,13:00:00,Itapipoca,Masculino,31,Não informado
AIS 22,2023-05-23,11:50:00,Arneiroz,Masculino,40,Não informado
AIS 02,2023-05-13,20:14:00,Fortaleza,Masculino,26,Não informado
AIS 23,2023-05-12,17:40:00,Paraipaba,Masculino,57,Não informado
AIS 14,2023-05-08,22:20:00,Forquilha,Masculino,49,Não informado
AIS 21,2023-05-05,20:00:00,Ipaumirim,Masculino,41,Não informado
AIS 14,2023-05-04,18:00:00,Camocim,Masculino,34,Não informado
AIS 17,2023-05-02,09:00:00,Cruz,Masculino,40,DESCONHECIDO(A)
AIS 20,2023-04-30,22:50:00,Morada Nova,Masculino,61,Não informado
AIS 21,2023-04-29,07:40:00,Várzea Alegre,Masculino,48,Não informado
AIS 14,2023-04-28,14:30:00,Sobral,Masculino,54,Não informado
AIS 19,2023-04-19,07:30:00,Potengi,Masculino,65,Não informado
AIS 14,2023-04-17,02:00:00,Granja,Masculino,33,Não informado
AIS 14,2023-04-12,17:30:00,Carnaubal,Masculino,35,Não informado
AIS 07,2023-04-11,21:00:00,Fortaleza,Feminino,14,Não informado
AIS 07,2023-04-11,21:00:00,Fortaleza,Feminino,13,Não informado
AIS 21,2023-04-05,11:00:00,Jucás,Masculino,38,Não informado
AIS 22,2023-04-04,14:00:00,Mombaça,Masculino,34,Não informado
AIS 18,2023-04-02,16:10:00,Jaguaribe,Masculino,21,Não informado
AIS 09,2023-03-25,17:32:00,Fortaleza,Masculino,55,Não informado
AIS 21,2023-03-25,14:00:00,Jucás,Masculino,44,Não informado
AIS 14,2023-03-24,09:00:00,Santana do Acaraú,Masculino,Não informado,Não informado
AIS 19,2023-03-19,00:30:00,Juazeiro do Norte,Masculino,35,Não informado
AIS 21,2023-03-17,11:00:00,Icó,Masculino,42,Não informado
AIS 19,2023-03-15,09:00:00,Potengi,Masculino,43,Não informado
AIS 23,2023-03-13,06:30:00,Paraipaba,Masculino,37,Não informado
AIS 13,2023-03-08,12:55:00,Aquiraz,Masculino,29,Não informado
AIS 13,2023-03-08,12:55:00,Aquiraz,Masculino,31,Não informado
AIS 20,2023-03-08,07:20:00,Solonópole,Masculino,29,Não informado
AIS 19,2023-03-06,12:40:00,Brejo Santo,Masculino,30,Não informado
AIS 13,2023-03-03,08:30:00,Pindoretama,Masculino,35,Não informado
AIS 19,2023-03-02,18:00:00,Barbalha,Masculino,18,Não informado
AIS 04,2023-02-21,22:10:00,Fortaleza,Masculino,37,Não informado
AIS 21,2023-02-12,19:55:00,Iguatu,Masculino,51,Não informado
AIS 04,2023-02-10,17:30:00,Fortaleza,Masculino,43,Não informado
AIS 19,2023-02-10,16:30:00,Crato,Masculino,16,Não informado
AIS 19,2023-02-10,16:30:00,Crato,Masculino,16,Não informado
AIS 06,2023-02-06,09:10:00,Fortaleza,Masculino,27,Não informado
AIS 16,2023-02-06,03:30:00,Varjota,Masculino,45,Não informado
AIS 14,2023-01-23,10:00:00,Ibiapina,Masculino,72,Não informado
AIS 05,2023-01-22,00:30:00,Fortaleza,Masculino,44,Não informado
AIS 17,2023-01-21,22:00:00,Itapipoca,Masculino,31,Não informado
AIS 17,2023-01-20,00:00:00,Morrinhos,Masculino,Não informado,Não informado
AIS 10,2023-01-17,18:40:00,Fortaleza,Masculino,38,DESCONHECIDO(A)
AIS 05,2023-01-08,03:30:00,Fortaleza,Masculino,21,OUTROS
AIS 14,2023-01-04,14:30:00,Sobral,Masculino,38,Não informado
AIS 19,2022-12-29,16:00:00,Assaré,Masculino,32,Não informado
AIS 15,2022-12-28,10:00:00,Boa Viagem,Masculino,Não informado,Não informado
AIS 05,2022-12-18,23:30:00,Fortaleza,Masculino,36,Não informado
AIS 21,2022-12-16,15:30:00,Ipaumirim,Masculino,43,Não informado
AIS 22,2022-12-12,10:00:00,Tauá,Masculino,55,Não informado
AIS 19,2022-12-11,13:00:00,Juazeiro do Norte,Masculino,Não informado,Não informado
AIS 21,2022-12-06,11:40:00,Iguatu,Masculino,71,Não informado
AIS 12,2022-12-01,05:10:00,Maracanaú,Masculino,57,Não informado
AIS 20,2022-12-01,17:30:00,Quixadá,Masculino,60,Não informado
AIS 18,2022-11-28,10:00:00,Jaguaruana,Masculino,22,Não informado
AIS 09,2022-11-20,22:00:00,Fortaleza,Masculino,26,Não informado
AIS 17,2022-11-20,16:30:00,Itarema,Masculino,34,Não informado
AIS 14,2022-11-20,08:00:00,Tianguá,Masculino,54,Não informado
AIS 14,2022-11-16,09:00:00,Forquilha,Masculino,52,Não informado
AIS 14,2022-11-13,21:20:00,Tianguá,Masculino,37,Não informado
AIS 12,2022-11-11,16:05:00,Maracanaú,Masculino,53,Não informado
AIS 02,2022-11-09,08:00:00,Fortaleza,Masculino,37,Não informado
AIS 02,2022-11-07,12:00:00,Fortaleza,Masculino,33,Não informado
AIS 17,2022-11-04,10:00:00,Cruz,Masculino,35,Não informado
AIS 19,2022-11-02,23:07:00,Farias Brito,Masculino,55,Não informado
AIS 21,2022-11-02,07:30:00,Várzea Alegre,Masculino,36,Não informado
AIS 06,2022-10-31,10:00:00,Fortaleza,Masculino,18,Não informado
AIS 06,2022-10-31,09:40:00,Fortaleza,Masculino,18,Não informado
AIS 07,2022-10-27,11:30:00,Fortaleza,Masculino,Não informado,Não informado
AIS 13,2022-10-17,08:00:00,Cascavel,Masculino,38,Não informado
AIS 14,2022-10-17,01:00:00,Guaraciaba do Norte,Masculino,51,Não informado
AIS 07,2022-10-16,18:00:00,Fortaleza,Feminino,12,Não informado
AIS 07,2022-10-16,18:00:00,Fortaleza,Feminino,13,Não informado
AIS 12,2022-10-11,00:02:00,Maracanaú,Masculino,53,Não informado
AIS 06,2022-10-09,19:43:00,Fortaleza,Masculino,55,TIO(A)
AIS 21,2022-10-08,10:00:00,Iguatu,Masculino,54,Não informado
AIS 02,2022-10-04,10:04:00,Fortaleza,Masculino,15,Não informado
AIS 21,2022-09-30,16:00:00,Iguatu,Masculino,36,Não informado
AIS 19,2022-09-29,10:30:00,Juazeiro do Norte,Masculino,31,Não informado
AIS 13,2022-09-23,12:03:00,Cascavel,Masculino,38,Não informado
AIS 19,2022-09-21,09:00:00,Aurora,Masculino,59,Não informado
AIS 19,2022-09-20,15:30:00,Araripe,Masculino,62,Não informado
AIS 19,2022-09-20,23:50:00,Porteiras,Masculino,42,PADRASTO
AIS 18,2022-09-20,19:00:00,Russas,Masculino,59,Não informado
AIS 21,2022-09-16,14:30:00,Várzea Alegre,Masculino,48,Não informado
AIS 11,2022-09-15,15:00:00,Caucaia,Masculino,45,Não informado
AIS 02,2022-09-12,10:00:00,Fortaleza,Masculino,Não informado,Não informado
AIS 17,2022-09-12,10:30:00,General Sampaio,Masculino,30,Não informado
AIS 21,2022-09-12,10:00:00,Várzea Alegre,Masculino,41,Não informado
AIS 21,2022-08-30,16:40:00,Iguatu,Masculino,32,Não informado
AIS 22,2022-08-27,09:30:00,Mombaça,Masculino,54,Não informado
AIS 24,2022-08-18,11:30:00,Guaiúba,Masculino,36,Não informado
AIS 16,2022-08-16,06:20:00,Ipu,Masculino,48,Não informado
AIS 15,2022-08-14,21:00:00,Canindé,Masculino,45,Não informado
AIS 19,2022-08-10,10:00:00,Crato,Masculino,20,Não informado
AIS 19,2022-08-04,08:00:00,Antonina do Norte,Masculino,59,Não informado
AIS 14,2022-08-03,13:00:00,Guaraciaba do Norte,Masculino,75,Não informado
AIS 18,2022-07-30,14:40:00,Jaguaruana,Masculino,59,Não informado
AIS 22,2022-07-26,10:00:00,Mombaça,Masculino,57,Não informado
AIS 11,2022-07-19,11:10:00,Caucaia,Masculino,37,Não informado
AIS 17,2022-07-17,10:40:00,Itapajé,Masculino,57,Não informado
AIS 19,2022-07-16,07:30:00,Crato,Masculino,39,Não informado
AIS 19,2022-07-16,07:40:00,Juazeiro do Norte,Masculino,35,Não informado
AIS 14,2022-07-14,18:30:00,Carnaubal,Masculino,44,Não informado
AIS Não Identificada (Fortaleza),2022-07-11,21:00:00,Fortaleza,Masculino,46,Não informado
AIS 17,2022-07-10,10:00:00,Bela Cruz,Masculino,33,Não informado
AIS 20,2022-07-10,10:00:00,Quixeramobim,Masculino,64,Não informado
AIS 20,2022-07-10,10:00:00,Quixeramobim,Masculino,36,Não informado
AIS 16,2022-07-05,23:40:00,Nova Russas,Masculino,19,Não informado
AIS 16,2022-07-03,15:00:00,Ipu,Masculino,63,Não informado
AIS 11,2022-07-02,19:40:00,Caucaia,Masculino,60,Não informado
AIS 13,2022-07-02,08:00:00,Cascavel,Masculino,38,Não informado
AIS 14,2022-07-01,12:30:00,Groaíras,Masculino,41,Não informado
AIS 14,2022-06-30,09:00:00,São Benedito,Masculino,31,Não informado
AIS 20,2022-06-29,11:30:00,Quixeramobim,Masculino,63,Não informado
AIS 13,2022-06-24,17:10:00,Eusébio,Masculino,41,Não informado
AIS 19,2022-06-16,17:00:00,Crato,Masculino,31,Não informado
AIS 17,2022-06-05,20:30:00,Itapajé,Masculino,45,Não informado
AIS 22,2022-06-02,12:00:00,Tauá,Masculino,51,Não informado
AIS 11,2022-06-01,18:47:00,Caucaia,Masculino,47,Não informado
AIS 18,2022-05-31,08:00:00,Russas,Masculino,43,Não informado
AIS 22,2022-05-30,11:40:00,Parambu,Masculino,41,Não informado
AIS 17,2022-05-30,10:00:00,Pentecoste,Masculino,27,Não informado
AIS 19,2022-05-29,21:36:00,Juazeiro do Norte,Masculino,35,Não informado
AIS 14,2022-05-26,11:30:00,Tianguá,Masculino,58,Não informado
AIS 05,2022-05-23,08:57:00,Fortaleza,Masculino,26,Não informado
AIS 16,2022-05-21,22:00:00,Hidrolândia,Masculino,19,Não informado
AIS 19,2022-05-20,11:30:00,Crato,Masculino,36,Não informado
AIS 18,2022-05-17,08:00:00,Russas,Masculino,33,Não informado
AIS 02,2022-05-16,06:30:00,Fortaleza,Masculino,58,Não informado
AIS 01,2022-05-15,01:25:00,Fortaleza,Masculino,37,OUTROS
AIS 14,2022-05-11,17:30:00,Camocim,Masculino,41,Não informado
AIS 08,2022-05-09,18:40:00,Fortaleza,Masculino,56,Não informado
AIS 06,2022-04-27,18:20:00,Fortaleza,Masculino,34,PADRASTO
AIS 14,2022-04-27,14:00:00,Sobral,Masculino,64,Não informado
AIS 14,2022-04-27,16:30:00,Sobral,Masculino,15,Não informado
AIS 15,2022-04-21,15:00:00,Ocara,Masculino,Não informado,Não informado
AIS 20,2022-04-15,15:00:00,Quixadá,Masculino,56,Não informado
AIS 20,2022-04-14,10:20:00,Morada Nova,Masculino,53,Não informado
AIS 11,2022-04-12,17:00:00,Caucaia,Masculino,42,Não informado
AIS 17,2022-04-12,11:30:00,Uruburetama,Masculino,43,Não informado
AIS 21,2022-04-08,23:30:00,Umari,Masculino,29,Não informado
AIS 14,2022-04-03,20:00:00,Sobral,Masculino,37,Não informado
AIS 06,2022-04-01,07:48:00,Fortaleza,Masculino,24,OUTROS
AIS 25,2022-03-24,10:00:00,Horizonte,Masculino,27,Não informado
AIS 14,2022-03-20,10:00:00,Mucambo,Masculino,30,Não informado
AIS 06,2022-03-17,16:00:00,Fortaleza,Masculino,15,Não informado
AIS 19,2022-03-17,12:30:00,Crato,Masculino,36,Não informado
AIS 17,2022-03-16,20:00:00,Acaraú,Masculino,38,Não informado
AIS 14,2022-03-15,18:00:00,Guaraciaba do Norte,Masculino,58,Não informado
AIS 10,2022-03-11,20:40:00,Fortaleza,Masculino,42,OUTROS
AIS 04,2022-03-10,12:00:00,Fortaleza,Masculino,40,Não informado
AIS 04,2022-03-10,12:00:00,Fortaleza,Masculino,31,Não informado
AIS 14,2022-03-10,11:30:00,Camocim,Masculino,52,Não informado
AIS 14,2022-03-07,08:00:00,Tianguá,Masculino,53,Não informado
AIS 14,2022-02-28,13:23:00,Tianguá,Masculino,42,Não informado
AIS 17,2022-02-25,15:00:00,Bela Cruz,Masculino,33,Não informado
AIS 19,2022-02-23,01:00:00,Mauriti,Masculino,49,Não informado
AIS 18,2022-02-22,16:20:00,Tabuleiro do Norte,Masculino,47,Não informado
AIS 18,2022-02-22,16:20:00,Tabuleiro do Norte,Masculino,51,Não informado
AIS 05,2022-02-21,11:38:00,Fortaleza,Masculino,60,Não informado
AIS 19,2022-02-18,09:30:00,Mauriti,Masculino,54,Não informado
AIS 19,2022-02-08,09:30:00,Santana do Cariri,Masculino,61,Não informado
AIS 19,2022-01-24,19:00:00,Antonina do Norte,Masculino,32,Não informado
AIS 19,2022-01-20,14:30:00,Porteiras,Masculino,43,Não informado
AIS 21,2022-01-19,23:30:00,Ipaumirim,Masculino,39,Não informado
AIS 21,2022-01-16,09:00:00,Icó,Masculino,40,Não informado
AIS 05,2022-01-07,17:37:00,Fortaleza,Masculino,43,Não informado
AIS 21,2022-01-01,16:30:00,Iguatu,Masculino,44,Não informado
AIS 02,2021-12-23,13:00:00,Fortaleza,Masculino,33,Não informado
AIS 06,2021-12-20,19:30:00,Fortaleza,Masculino,68,Não informado
AIS 19,2021-12-20,16:50:00,Juazeiro do Norte,Masculino,66,Não informado
AIS 17,2021-12-19,04:00:00,Apuiarés,Masculino,26,Não informado
AIS 04,2021-12-17,08:30:00,Fortaleza,Masculino,60,Não informado
AIS 04,2021-12-17,08:30:00,Fortaleza,Masculino,60,Não informado
AIS Não Identificada (Fortaleza),2021-12-12,10:00:00,Fortaleza,Masculino,62,ASCENDENTE
AIS 13,2021-12-10,14:00:00,Cascavel,Masculino,44,Não informado
AIS 14,2021-12-08,14:00:00,Viçosa do Ceará,Masculino,28,Não informado
AIS 14,2021-12-05,19:00:00,Camocim,Masculino,49,Não informado
AIS 01,2021-11-28,18:10:00,Fortaleza,Masculino,16,Não informado
AIS 17,2021-11-18,16:30:00,Uruburetama,Masculino,53,Não informado
AIS 17,2021-11-16,11:00:00,Itapipoca,Masculino,42,Não informado
AIS Não Identificada (Fortaleza),2021-11-13,16:00:00,Fortaleza,Masculino,80,Não informado
AIS 20,2021-11-11,12:00:00,Pedra Branca,Masculino,49,Não informado
AIS 14,2021-11-05,16:00:00,Sobral,Masculino,45,Não informado
AIS 09,2021-10-25,08:00:00,Fortaleza,Masculino,87,Não informado
AIS 06,2021-10-24,19:12:00,Fortaleza,Masculino,53,Não informado
AIS 21,2021-10-18,15:00:00,Iguatu,Masculino,50,Não informado
AIS 19,2021-10-16,19:41:00,Crato,Masculino,31,Não informado
AIS 02,2021-10-12,15:30:00,Fortaleza,Não identificado,36,Não informado
AIS 25,2021-10-10,08:00:00,Horizonte,Masculino,38,Não informado
AIS 22,2021-10-09,03:00:00,Aiuaba,Masculino,25,Não informado
AIS 19,2021-10-08,23:40:00,Crato,Masculino,54,Não informado
AIS 24,2021-10-04,15:00:00,Maranguape,Masculino,63,Não informado
AIS 19,2021-10-04,15:00:00,Juazeiro do Norte,Masculino,39,Não informado
AIS 19,2021-10-02,10:00:00,Assaré,Masculino,47,Não informado
AIS 06,2021-10-01,00:40:00,Fortaleza,Masculino,31,Não informado
AIS 01,2021-09-30,17:15:00,Fortaleza,Masculino,27,Não informado
AIS 21,2021-09-28,21:30:00,Iguatu,Masculino,75,Não informado
AIS 13,2021-09-27,19:00:00,Cascavel,Masculino,46,Não informado
AIS 03,2021-09-25,08:00:00,Fortaleza,Masculino,66,Não informado
AIS 14,2021-09-17,21:00:00,Meruoca,Masculino,31,Não informado
AIS 16,2021-09-13,04:00:00,Ararendá,Masculino,47,Não informado
AIS 07,2021-08-30,14:00:00,Fortaleza,Masculino,13,Não informado
AIS 04,2021-08-28,15:30:00,Fortaleza,Masculino,58,Não informado
AIS 20,2021-08-28,21:00:00,Jaguaretama,Masculino,52,Não informado
AIS 03,2021-08-25,09:30:00,Fortaleza,Masculino,48,Não informado
AIS 14,2021-08-25,15:00:00,Sobral,Masculino,22,Não informado
AIS 14,2021-08-24,10:00:00,Camocim,Masculino,36,Não informado
AIS 25,2021-08-23,18:00:00,Pacajus,Masculino,39,Não informado
AIS 22,2021-08-23,22:40:00,Mombaça,Masculino,23,Não informado
AIS 18,2021-08-21,20:00:00,Jaguaribe,Masculino,41,Não informado
AIS 12,2021-08-20,14:50:00,Maracanaú,Masculino,39,Não informado
AIS 17,2021-08-20,13:00:00,Cruz,Masculino,36,Não informado
AIS 19,2021-08-15,00:00:00,Mauriti,Masculino,41,Não informado
AIS 14,2021-08-13,11:00:00,Camocim,Masculino,73,Não informado
AIS 14,2021-08-06,15:55:00,Camocim,Masculino,69,Não informado
AIS 19,2021-08-06,12:00:00,Milagres,Masculino,40,Não informado
AIS 19,2021-08-05,11:30:00,Crato,Masculino,73,Não informado
AIS 19,2021-07-31,18:40:00,Juazeiro do Norte,Masculino,69,Não informado
AIS 17,2021-07-29,23:30:00,Bela Cruz,Masculino,34,Não informado
AIS 20,2021-07-18,15:00:00,Solonópole,Masculino,65,Não informado
AIS 21,2021-06-30,15:30:00,Várzea Alegre,Masculino,36,Não informado
AIS 01,2021-06-20,20:30:00,Fortaleza,Masculino,Não informado,OUTROS
AIS 07,2021-06-16,19:30:00,Fortaleza,Masculino,44,OUTROS
AIS 14,2021-06-13,09:30:00,Ubajara,Masculino,67,Não informado
AIS 06,2021-06-07,11:00:00,Fortaleza,Masculino,38,Não informado
AIS 21,2021-05-12,14:00:00,Icó,Masculino,75,Não informado
AIS 03,2021-05-10,10:30:00,Fortaleza,Masculino,24,Não informado
AIS 14,2021-05-09,03:30:00,Massapê,Masculino,47,PADRASTO
AIS 20,2021-05-07,22:00:00,Jaguaretama,Masculino,23,Não informado
AIS 16,2021-04-25,08:00:00,Ipu,Masculino,39,Não informado
AIS 21,2021-04-24,21:30:00,Iguatu,Masculino,63,Não informado
AIS 14,2021-04-16,14:00:00,Sobral,Masculino,57,Não informado
AIS 02,2021-04-12,23:00:00,Fortaleza,Masculino,35,PADRASTO
AIS 24,2021-04-12,21:30:00,Maranguape,Masculino,42,Não informado
AIS 20,2021-04-12,14:00:00,Pedra Branca,Masculino,34,Não informado
AIS 19,2021-04-08,10:00:00,Juazeiro do Norte,Masculino,52,Não informado
AIS 11,2021-04-04,14:00:00,Caucaia,Masculino,29,Não informado
AIS 01,2021-04-02,18:00:00,Fortaleza,Masculino,64,Não informado
AIS 21,2021-04-02,20:30:00,Iguatu,Masculino,71,Não informado
AIS 17,2021-04-02,14:30:00,Itapipoca,Masculino,20,Não informado
AIS 18,2021-04-01,21:14:00,Fortim,Masculino,29,Não informado
AIS 15,2021-03-27,09:00:00,Baturité,Masculino,68,Não informado
